"auf.nr,""auf.status"",""auf.address"",""auf.note"",""auf.inote"",""ger.bgv"",""ger.hersteller"",""ger.bezeichnung"",""ger.typ"",""ger.herstellernr"",""ger.rfid"",""ger.difr"",""ger.inventarnr"",""ger.einsatzort"",""ger.baujahr"",""ger.kraft1"",""ger.kraft2"",""ger.groesse"",""ger.lriss"",""ger.pint_year"",""ger.pint_mon"",""ger.pint_day"",""ger.pnext"",""ger.stueck"",""ger.supp_prodnr"",""ger.sale_prodnr"",""ger.sale_price"",""ger.test_prodnr"",""ger.test_price"",""ger.cust_prodnr"",""bgv"",""stueck"",""bemerkung"",""prueftag"",""pruefer"",""zeit"",""ergebnis"",""pint_year"",""pint_mon"",""pint_day"",""lriss"",""groesse"",""inventarnr"",""einsatzort"",""pnext"",""test_prodnr"",""test_price"",""oid"",""created_at"",""created_by"",""modified_at"",""modified_by"",""synced_at"",""synced_by"",""ger.cust_id"",""ger.oid"",""ger.created_at"",""ger.created_by"",""ger.modified_at"",""ger.modified_by"",""ger.synced_at"",""ger.synced_by"",""auf.cust_id"",""auf.oid"",""auf.created_at"",""auf.created_by"",""auf.modified_at"",""auf.modified_by"",""auf.synced_at"",""auf.synced_by"",""auf.parent_id"",""auf.owner_id"""
"t11234323,""0"","""","""","""",""ASR A1.7"",""Codipro"",""Doppelwirbelringschraube"",""DSS 24 UPP"","""",""E00401082B37E6EA"",""EAE6372B080104E0"",""Unbekannt"","""","""","""","""","""","""",""1"",""0"",""-1"",""2020-03-02 00:00:00"",""1"","""","""","""","""","""","""",""ASR A1.7"",""1"",""Test"",""2020-03-02 00:00:00"",""FIMGRUND"","""",""4"",""1"",""0"",""-1"","""","""",""Unbekannt"","""",""2020-03-02 00:00:00"","""","""",""5e5cc804e368b98f8ea4e32d"",""2020-03-02 09:47:00.078564"",""5e26b90fe368b9c0abeda9ac"",""2020-10-30 08:18:23.465312"",""50e6192be82a2d50724b8195"","""","""","""",""5e5cc804e368b98f8ea4e32c"",""2020-03-02 09:47:00.078564"",""5e26b90fe368b9c0abeda9ac"",""2020-10-30 08:18:23.465312"",""50e6192be82a2d50724b8195"","""","""","""",""5e5cc804e368b98f8ea4e32b"",""2020-03-02 09:47:00.078564"",""5e26b90fe368b9c0abeda9ac"",""2020-11-24 07:00:46.659493"",""50e6192be82a2d50724b8195"","""","""","""","""""
"t11234323,""0"","""","""","""",""DIN EN 1176"",""Eibe"",""Seilbahn"",""Ei 15x3,5"",""35287-15"",""E0040150BD2CE666"",""66E62CBD500104E0"",""Unbekannt"","""","""","""","""",""Seilbahnlänge 15 m"","""",""1"",""0"",""-1"",""2021-11-23 00:00:00"",""1"","""","""","""","""","""","""",""DIN EN 1176"",""1"",""leichter Abrieb an Seilendverbindung"",""2020-11-24 00:00:00"",""WSAM"","""",""2"",""1"",""0"",""-1"","""",""Seilbahnlänge 15 m"",""Unbekannt"","""",""2021-11-23 00:00:00"","""","""",""5fbca18ee368b9c380cb5e97"",""2020-11-24 07:00:46.659493"",""50e6192be82a2d50724b8195"",""2020-11-24 07:29:47.475244"",""50e6192be82a2d50724b8195"","""","""","""",""5fbca18ee368b9c380cb5e96"",""2020-11-24 07:00:46.659493"",""50e6192be82a2d50724b8195"",""2020-11-24 07:29:47.475244"",""50e6192be82a2d50724b8195"","""","""","""",""5e5cc804e368b98f8ea4e32b"",""2020-03-02 09:47:00.078564"",""5e26b90fe368b9c0abeda9ac"",""2020-11-24 07:00:46.659493"",""50e6192be82a2d50724b8195"","""","""","""","""""
